,nfl.p.24793,nfl.p.26650,nfl.p.26664,nfl.p.27538,nfl.p.27564,nfl.p.28402,nfl.p.28408,nfl.p.28461,nfl.p.28592,nfl.p.29238,nfl.p.29785,nfl.p.30117,nfl.p.30121,nfl.p.30132,nfl.p.30154,nfl.p.30161,nfl.p.30256,nfl.p.30269,nfl.p.30502,nfl.p.30977,nfl.p.30994,nfl.p.31002,nfl.p.31017,nfl.p.31019,nfl.p.31031,nfl.p.31051,nfl.p.31056,nfl.p.31100,nfl.p.31840,nfl.p.31856,nfl.p.31868,nfl.p.6762,nfl.p.9353,nfl.p.9496,nfl.t.14,nfl.t.16,nfl.t.20,nfl.t.7,Proj. Pts,teamRank
9,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,7.6,0.0,0.0,11.8,0.0,0.0,114.1,70.0
347,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,17.2,0.0,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,11.8,0.0,0.0,114.1,70.0
200,0.0,0.0,8.5,0.0,0.0,7.5,0.0,0.0,0.0,17.2,0.0,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,11.8,0.0,0.0,114.1,70.0
311,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,17.2,7.3,15.6,20.6,5.7,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,114.00000000000001,73.0
290,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,20.6,5.7,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,114.0,74.0
418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,20.6,5.7,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,8.4,0.0,9.5,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,113.9,75.0
439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,9.5,0.0,0.0,0.0,15.7,7.8,0.0,7.6,0.0,0.0,11.8,0.0,0.0,113.9,75.0
46,0.0,0.0,8.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,7.8,0.0,7.6,0.0,0.0,11.8,0.0,0.0,113.9,75.0
122,0.0,13.4,8.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,113.89999999999999,78.0
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,7.3,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,11.8,0.0,0.0,113.89999999999999,78.0
438,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,8.5,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,113.8,80.0
346,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,17.2,7.3,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,113.8,80.0
45,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,4.8,9.5,0.0,0.0,9.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,113.8,80.0
253,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,8.4,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,113.8,80.0
139,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.4,0.0,0.0,0.0,0.0,9.5,0.0,0.0,7.8,0.0,7.6,0.0,0.0,11.8,0.0,0.0,113.8,80.0
495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,8.4,0.0,9.5,0.0,8.5,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,113.7,85.0
129,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,7.8,0.0,7.6,0.0,0.0,11.8,0.0,0.0,113.7,85.0
21,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,113.7,85.0
233,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,8.5,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,6.9,113.7,85.0
32,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,10.6,0.0,0.0,8.4,0.0,113.69999999999999,89.0
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.4,0.0,0.0,0.0,0.0,9.5,0.0,0.0,7.8,0.0,7.6,0.0,0.0,11.8,0.0,0.0,113.60000000000001,90.0
138,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,8.5,9.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,113.60000000000001,90.0
48,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,9.5,0.0,15.7,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,113.6,92.0
96,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,23.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,113.6,92.0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,23.0,8.4,0.0,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,113.5,94.0
116,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,23.0,0.0,0.0,9.5,0.0,8.5,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,113.5,94.0
135,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,17.2,7.3,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,113.39999999999999,96.0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,20.6,5.7,0.0,0.0,0.0,12.6,0.0,0.0,10.2,23.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,113.39999999999999,96.0
85,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,4.8,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,113.2,98.0
81,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,0.0,0.0,23.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,0.0,6.9,113.10000000000001,99.0
14,0.0,13.4,0.0,0.0,17.4,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,113.10000000000001,99.0
131,0.0,13.4,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,9.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,113.1,101.0
258,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,9.5,0.0,0.0,9.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,113.1,101.0
76,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,4.8,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,113.0,103.0
136,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,9.5,0.0,0.0,9.5,0.0,15.7,7.8,0.0,7.6,0.0,0.0,11.8,0.0,0.0,113.0,103.0
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.4,4.8,9.5,0.0,0.0,9.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,113.0,103.0
266,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,23.0,8.4,4.8,0.0,0.0,0.0,9.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,112.99999999999999,106.0
255,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,112.9,107.0
55,0.0,13.4,0.0,0.0,17.4,0.0,0.0,0.0,0.0,0.0,7.3,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.89999999999999,108.0
67,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.3,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.89999999999999,108.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,0.0,0.0,23.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,0.0,6.9,112.89999999999999,108.0
332,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,0.0,0.0,23.0,0.0,4.8,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.80000000000001,111.0
140,0.0,13.4,0.0,0.0,17.4,7.5,0.0,0.0,0.0,17.2,0.0,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,7.8,0.0,7.6,0.0,0.0,11.8,0.0,0.0,112.80000000000001,111.0
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,8.4,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,112.80000000000001,111.0
207,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,8.0,0.0,7.3,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.80000000000001,111.0
260,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,5.7,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,9.5,0.0,15.7,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,112.80000000000001,111.0
60,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.3,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,112.8,116.0
413,0.0,13.4,0.0,0.0,0.0,7.5,0.0,12.9,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,112.8,116.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,9.5,0.0,0.0,9.5,0.0,15.7,7.8,0.0,7.6,0.0,0.0,11.8,0.0,0.0,112.8,116.0
470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,5.7,17.6,0.0,13.7,0.0,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,112.8,116.0
173,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.3,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.8,116.0
446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,0.0,0.0,23.0,8.4,4.8,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.7,121.0
217,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.3,0.0,20.6,5.7,0.0,0.0,0.0,12.6,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,112.7,121.0
88,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,5.7,0.0,0.0,13.7,12.6,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.7,121.0
175,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.6,124.0
159,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,9.5,0.0,0.0,9.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.6,124.0
275,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,17.2,0.0,0.0,20.6,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,9.5,0.0,0.0,9.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,112.6,124.0
194,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,5.7,0.0,0.0,13.7,12.6,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.50000000000001,127.0
152,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,7.3,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,0.0,6.9,112.5,128.0
386,0.0,0.0,8.5,0.0,0.0,0.0,0.0,12.9,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,112.4,129.0
240,11.8,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.4,129.0
210,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.4,129.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,8.5,0.0,0.0,0.0,7.8,0.0,0.0,10.6,0.0,0.0,8.4,0.0,112.4,129.0
110,0.0,0.0,8.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.4,129.0
300,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.4,129.0
297,0.0,0.0,8.5,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.4,129.0
270,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,17.2,7.3,0.0,20.6,5.7,0.0,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,112.39999999999999,136.0
459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,10.6,9.3,0.0,0.0,0.0,112.39999999999999,136.0
473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.2,7.3,0.0,20.6,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,9.5,0.0,0.0,9.5,0.0,0.0,7.8,0.0,0.0,0.0,0.0,11.8,0.0,0.0,112.39999999999999,136.0
425,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,0.0,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,23.0,8.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.30000000000001,139.0
314,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.3,140.0
169,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,17.2,7.3,15.6,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.2,141.0
313,0.0,0.0,8.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,5.7,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.2,141.0
204,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,23.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,15.7,0.0,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.2,141.0
291,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.2,141.0
355,0.0,13.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,5.7,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.2,141.0
335,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.2,141.0
434,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,15.6,20.6,5.7,17.6,0.0,0.0,0.0,0.0,18.8,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.2,141.0
420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,15.6,20.6,0.0,17.6,0.0,0.0,0.0,0.0,18.8,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.10000000000001,148.0
201,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,18.8,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.1,149.0
447,0.0,13.4,8.5,0.0,0.0,0.0,0.0,0.0,0.0,17.2,0.0,0.0,20.6,0.0,0.0,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,8.4,0.0,112.1,149.0
349,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,18.8,0.0,0.0,0.0,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.1,149.0
441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,17.6,0.0,0.0,12.6,0.0,18.8,10.2,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,7.6,0.0,0.0,0.0,8.4,0.0,112.0,152.0
